construct,target_symbol,target_ensg,target_col,n_perturbed_pool,n_nt_pool,y_primary,y_mean,y_std,y_p5,y_p95,y_iqr,n_valid_draws,y_pooled,y_gemgroup,n_eligible_gemgroups,stored_ad,stored_ad_log1p
10463_ZNF574_P1_ENSG00000105732,ZNF574,ENSG00000105732,7559,112,10691,1.7730298129470672,1.6616579736984243,0.26037418281088925,1.2094584153076766,1.978449760988006,0.42268819307455563,25,3.167567916144508,,0,226.0,5.424950017481403
10464_ZNF574_P2_ENSG00000105732,ZNF574,ENSG00000105732,7559,202,10691,0.0,0.6506292296033732,0.8381685362872818,0.0,1.857466637849946,1.5199334330140293,25,1.9247208166870478,,1,0.0,0.0
104_ACTB_P1P2_ENSG00000075624,ACTB,ENSG00000075624,3140,168,10691,4.200043179345579,4.150685924051426,0.1926612518264419,3.736415169912878,4.352614268528561,0.22359390354536401,25,6.079318692564428,,0,74.0,4.31748811353631
10589_ZNF720_P1P2_ENSG00000197302,ZNF720,ENSG00000197302,6350,73,10691,1.9935077006208795,1.9999281304000391,0.2744406504687263,1.4678221661583277,2.3314513052422545,0.361912151922521,25,3.062338224369603,,0,0.0,0.0
106_ACTL6A_P1P2_ENSG00000136518,ACTL6A,ENSG00000136518,1891,55,10691,3.3079029723862683,3.3000935946008743,0.22917167574982977,2.9465559349191563,3.6196031438841008,0.2988690297583423,25,4.037067614562623,,0,564.0,6.336825731146441
10700_ZNHIT2_P1P2_ENSG00000174276,ZNHIT2,ENSG00000174276,4691,96,10691,1.4423231058885666,1.4270403977946564,0.5668747464177757,0.3158135629524591,2.1673974690878,0.6538044803503071,25,2.9473766600800815,,0,2.0,1.0986122886681096
10701_ZNHIT3_P1P2_ENSG00000273611,ZNHIT3,ENSG00000273611,6708,72,10691,3.3396704866387252,3.335010570255579,0.126012590251532,3.1173930599725197,3.5147956560336833,0.17989075364629636,25,4.333629939146569,,0,1.0,0.6931471805599453
10702_ZNHIT6_P1P2_ENSG00000117174,ZNHIT6,ENSG00000117174,400,117,10691,2.963915716751977,2.938969477664084,0.09001001958153948,2.7721696165845806,3.0480369232427384,0.05538866220976324,25,4.44694710700723,,0,406.0,6.008813185442595
10703_ZNRD1_P1P2_ENSG00000066379,ZNRD1,ENSG00000066379,2749,81,10691,3.491078624894406,3.47359113605861,0.16081620941194671,3.204936779800618,3.687182983126656,0.25279083109624656,25,4.595465149973357,,0,640.0,6.46302945692067
10706_ZRANB2_P1P2_ENSG00000132485,ZRANB2,ENSG00000132485,380,40,10691,4.103195174969346,4.085951052248607,0.061125215215868174,4.002390556070332,4.166383457668836,0.08756826449429411,25,4.5507226465941155,,0,12.0,2.5649493574615367
10708_ZRSR2_P1P2_ENSG00000169249,ZRSR2,ENSG00000169249,8319,113,10691,0.1488370153712783,0.47857374662744046,0.5667212200044959,0.0,1.3046310957835108,1.1544334249983115,25,1.9000385332165912,,0,42.0,3.7612001156935624
10736_ZW10_P1P2_ENSG00000086827,ZW10,ENSG00000086827,4868,200,10691,1.9907524953973232,1.9063480871892193,0.3416256344065432,1.411655748951703,2.3025954804717754,0.45276627102020806,25,4.1005191190780685,,0,14.0,2.70805020110221
10738_ZWINT_P1P2_ENSG00000122952,ZWINT,ENSG00000122952,4234,33,10691,3.4542726259913796,3.44265437181471,0.08739608273857909,3.333127179774616,3.556393035356026,0.13124623155086157,25,3.678950654729519,,0,10.0,2.3978952727983707
1083_NEPRO_P1P2_ENSG00000163608,NEPRO,ENSG00000163608,1748,42,10691,2.811403273412605,2.8211913659340127,0.056264678375739945,2.7476467490354035,2.908388193148023,0.10668219930040657,25,3.286287644190445,,0,460.0,6.133398042996649
109_ACTR10_P1P2_ENSG00000131966,ACTR10,ENSG00000131966,5696,116,10691,2.358607751647455,2.3584545566278226,0.20221685801166822,2.035209551004886,2.618327182313896,0.3118179957886027,25,3.8642882600293533,,0,19.0,2.995732273553991
10_AARS2_P1P2_ENSG00000124608,AARS2,ENSG00000124608,2899,181,10691,1.949242640010194,1.8223799167704837,0.25484301789734987,1.341732233445453,2.0352519190852867,0.15508797302776456,25,3.7736187984334073,,1,18.0,2.9444389791664403
110_ACTR1A_P1P2_ENSG00000138107,ACTR1A,ENSG00000138107,4370,143,10691,0.13928324832553773,0.4962108966532241,0.5623740177272283,0.0,1.476077875237841,0.8758340198680438,25,1.768633313995854,,0,1.0,0.6931471805599453
1118_C7orf26_P1P2_ENSG00000146576,C7orf26,ENSG00000146576,3151,86,10691,1.1350692814627923,1.2557855495084096,0.3834298337254559,0.7823856423389602,1.8463021593913123,0.6891252275393271,25,2.5672553443526676,,0,188.0,5.241747015059643
111_ACTR1B_P1P2_ENSG00000115073,ACTR1B,ENSG00000115073,1163,206,10691,1.7639666426859109,1.6581539148225621,0.27002762588987883,1.136990351028896,1.9303332568785745,0.4087386942345934,25,3.534976224403365,,0,3.0,1.3862943611198906
"1121_C7orf50_ENST00000357429.6,ENST00000397098.3,ENST00000397100.2_ENSG00000146540",C7orf50,ENSG00000146540,3121,93,10691,0.6929832343066767,0.7959458439429454,0.822701924427698,0.0,2.078412070280116,1.6509787909586013,25,1.7840509150064672,,0,0.0,0.0
112_ACTR2_P1P2_ENSG00000138071,ACTR2,ENSG00000138071,1064,236,10691,4.1385440966308185,4.075324720436946,0.1578612793642313,3.7438121325309233,4.243133598569748,0.18460858848402228,25,6.294902674547579,,2,2.0,1.0986122886681096
1131_C9orf16_P1P2_ENSG00000171159,C9orf16,ENSG00000171159,4027,212,10691,4.323466207313248,4.301663670992063,0.1357592856088466,4.1576811970849565,4.44522741055997,0.12510866152761402,25,6.419478237668818,,2,7.0,2.0794415416798357
1136_C9orf78_P1P2_ENSG00000136819,C9orf78,ENSG00000136819,4061,201,10691,4.069494774306333,4.099744689270743,0.1367502883068828,3.8981376061519635,4.319562073232913,0.18794315112122284,25,6.102211332900327,,0,1.0,0.6931471805599453
1148_CACTIN_P1P2_ENSG00000105298,CACTIN,ENSG00000105298,7227,60,10691,1.1797906526286812,1.0242163218579043,0.7110113259078944,0.0,1.9770471557815055,1.25018625473029,25,1.8064215719682726,,0,603.0,6.403574197934815
115_ACTR3_P1P2_ENSG00000115091,ACTR3,ENSG00000115091,1208,118,10691,3.2937245831187596,3.2224011402509176,0.2677194818266148,2.7462911311485065,3.517022532876997,0.5231881970490329,25,4.794137382441723,,0,4.0,1.6094379124341003
1167_CAMLG_P1P2_ENSG00000164615,CAMLG,ENSG00000164615,2490,99,10691,2.656264849341391,2.6608741730260164,0.31747533108236115,2.245464172446184,3.0951287853399263,0.3767954583145232,25,3.927065850232218,,0,7.0,2.0794415416798357
117_ACTR6_P1P2_ENSG00000075089,ACTR6,ENSG00000075089,5230,108,10691,2.679980835505426,2.66694532580184,0.1358039670912367,2.4436543113291216,2.882104959841236,0.16277278705638265,25,4.041115701843877,,0,301.0,5.71042701737487
1187_CAPZB_P1P2_ENSG00000077549,CAPZB,ENSG00000077549,102,83,10691,3.4524428787142725,3.4671223933865805,0.16359825917054463,3.2098660821732725,3.712727868457804,0.15270070540251046,25,4.653420327027211,,0,67.0,4.219507705176107
118_ACTR8_P1P2_ENSG00000113812,ACTR8,ENSG00000113812,1687,252,10691,2.093300098345159,2.041062986152427,0.2626870632314549,1.5876759812474879,2.3660520491969814,0.37331242367935014,25,4.246637121281248,,2,1285.0,7.1592919047975645
1206_CASP8AP2_P1P2_ENSG00000118412,CASP8AP2,ENSG00000118412,2966,211,10691,2.8969367051053743,2.90916828510073,0.1847158850261943,2.678132321422218,3.2138290043958833,0.20395040859586633,25,4.958424031186436,,1,2072.0,7.636752112435779
1221_CBLL1_P1P2_ENSG00000105879,CBLL1,ENSG00000105879,3396,102,10691,2.0775138812059692,1.8955798821218774,0.5297527662125135,1.056261974470412,2.557454246021111,0.6920058066944084,25,3.337888639821248,,0,299.0,5.703782474656201
1228_CBX1_P1P2_ENSG00000108468,CBX1,ENSG00000108468,6832,151,10691,3.294397868219467,3.281165718750381,0.1857448558605746,3.112122483211475,3.481408950380262,0.26240042919158446,25,4.95911907316151,,0,4.0,1.6094379124341003
1238_CCAR1_P1P2_ENSG00000060339,CCAR1,ENSG00000060339,4254,48,10691,3.89920741469063,3.8999606117061107,0.09466323333484432,3.759926986170336,4.0402834661241585,0.15464170278915468,25,4.559704709629909,,0,6.0,1.9459101490553132
1245_CCDC115_P1P2_ENSG00000136710,CCDC115,ENSG00000136710,1237,211,10691,1.8551145681134775,1.8401220336635127,0.35313799389783845,1.251746386344097,2.3331802359167253,0.44254651885842766,25,4.045526383824488,,1,4.0,1.6094379124341003
1254_CCDC130_P2_ENSG00000104957,CCDC130,ENSG00000104957,7363,55,10691,0.0,0.08090794188290637,0.25380411123452346,0.0,0.6824886229999733,0.0,25,0.0,,0,1.0,0.6931471805599453
1255_CCDC130_P1_ENSG00000104957,CCDC130,ENSG00000104957,7363,58,10691,0.9658404430568555,1.0522082440747345,0.4603363249735107,0.12914889076439562,1.5583113086439992,0.5403538582979482,25,2.000139526175493,,0,3.0,1.3862943611198906
1257_CCDC137_P1P2_ENSG00000185298,CCDC137,ENSG00000185298,7014,198,10691,3.4059388796635135,3.419031668268245,0.15970862635410918,3.1939576890978265,3.672005160286455,0.21192744480987136,25,5.437120497616965,,0,26.0,3.295836866004329
1268_CCDC174_P1P2_ENSG00000154781,CCDC174,ENSG00000154781,1517,104,10691,2.253972992576844,2.2306068587462384,0.37990200691855097,1.4593320791689046,2.7572708909889045,0.5166390309302398,25,3.659377062367792,,0,775.0,6.654152520183219
1284_CCDC59_P1P2_ENSG00000133773,CCDC59,ENSG00000133773,5197,125,10691,3.1844010746556703,3.210728313783655,0.27598256727821463,2.7613128193181553,3.5868987777873613,0.4456802234568009,25,4.745924386104611,,0,230.0,5.442417710521793
1298_CCDC84_P1P2_ENSG00000186166,CCDC84,ENSG00000186166,4886,79,10691,0.9895385166577904,0.9452639811711003,0.5775531594582556,0.0,1.6351675520846964,0.9508858333136889,25,2.3529583768465274,,0,445.0,6.100318952020064
1301_CCDC86_P1P2_ENSG00000110104,CCDC86,ENSG00000110104,4617,253,10691,2.8027585676083446,2.8227299107186963,0.24849729386535066,2.4434921404207226,3.1721123425994695,0.4270363079255084,25,5.158564099889313,,1,1331.0,7.194436851100335
1317_CCNB1_P1P2_ENSG00000134057,CCNB1,ENSG00000134057,2358,158,10691,3.5685943478806936,3.585634595806383,0.14089796609639343,3.3483739351477384,3.7887926827878418,0.1597602917804508,25,5.385982085921166,,0,3.0,1.3862943611198906
1329_CCNH_P1P2_ENSG00000134480,CCNH,ENSG00000134480,2409,79,10691,3.285140916578695,3.255011850041269,0.1271573137898478,3.0881323814500226,3.434823465408208,0.19031390895007672,25,4.3538481667007645,,0,414.0,6.028278520230698
1332_CCNK_P2_ENSG00000090061,CCNK,ENSG00000090061,5808,179,10691,0.0,0.18306155267866206,0.39260563277349014,0.0,0.9914345475448296,0.0,25,0.0,,1,18.0,2.9444389791664403
1333_CCNK_P1_ENSG00000090061,CCNK,ENSG00000090061,5808,148,10691,1.0701373575637518,0.9055089795788176,0.7977079865274004,0.0,2.0939254453965503,1.5350633514193088,25,2.619510191073462,,0,402.0,5.998936561946683
1334_CCNL1_P1P2_ENSG00000163660,CCNL1,ENSG00000163660,1860,177,10691,3.031610917508724,3.0241255857897085,0.1539987598532643,2.767162970732018,3.2260153820047335,0.25499327307011477,25,4.90288183540035,,1,38.0,3.6635616461296463
1340_CCP110_P1P2_ENSG00000103540,CCP110,ENSG00000103540,6259,47,10691,2.3020469301697735,2.2983623737610386,0.07131356523470285,2.168027603885982,2.4140599750384877,0.07210067642102747,25,2.882119209427938,,0,0.0,0.0
1346_CCT2_P1P2_ENSG00000166226,CCT2,ENSG00000166226,5182,199,10691,4.460427647763226,4.435654763818586,0.1280689177765986,4.301027690137621,4.603810904872196,0.14399924763341687,25,6.526631734816435,,1,1864.0,7.5310163320779155
1347_CCT3_P1P2_ENSG00000163468,CCT3,ENSG00000163468,618,234,10691,4.5871275284243795,4.587060424107379,0.08127295383050391,4.454226991933787,4.71272263281627,0.07321120298842931,25,6.830511482577672,,0,1889.0,7.5443321080536885
1348_CCT4_P1P2_ENSG00000115484,CCT4,ENSG00000115484,1052,251,10691,4.349018767366247,4.302674839551914,0.15803508279823922,3.9924557209390477,4.509895090502921,0.18059477446010241,25,6.551690093050476,,0,1604.0,7.380879035564116
1349_CCT5_P1P2_ENSG00000150753,CCT5,ENSG00000150753,2277,66,10691,4.643769467546919,4.643176533289439,0.04219567152229582,4.588363840577037,4.70290657159896,0.05902318766149328,25,5.840817280855143,,0,523.0,6.261491684321042
1350_CCT6A_P1P2_ENSG00000146731,CCT6A,ENSG00000146731,3247,131,10691,4.052958552089073,4.048972611339463,0.19607250413405702,3.775894826458999,4.31821177318831,0.3158617258884293,25,5.80609357199952,,0,923.0,6.828712071641684
1351_CCT7_P1P2_ENSG00000135624,CCT7,ENSG00000135624,1093,152,10691,4.432055443818214,4.415105595159951,0.12044977302449514,4.232161637413874,4.603562689352458,0.09229939451226343,25,6.2361371404035175,,0,1578.0,7.364547014255642
1352_CCT8_P1P2_ENSG00000156261,CCT8,ENSG00000156261,8002,111,10691,4.458645800191258,4.455680843667483,0.12258613250171305,4.306868916217705,4.627025693101616,0.12005610520779708,25,6.044885890868242,,0,479.0,6.173786103901937
1361_CD2BP2_P1P2_ENSG00000169217,CD2BP2,ENSG00000169217,6322,132,10691,2.2880100452272165,2.2578060790674694,0.29496421422072305,1.9259089626786943,2.6670087966785156,0.3882634871919808,25,3.8296619933526985,,0,13.0,2.639057329615259
1365_CD3EAP_P1P2_ENSG00000117877,CD3EAP,ENSG00000117877,7590,88,10691,3.4597069675969307,3.442202255675227,0.09996730419951952,3.2730538943464134,3.5704296742260335,0.14187601313194653,25,4.676709908126974,,0,386.0,5.958424693029782
1386_CDC123_P1P2_ENSG00000151465,CDC123,ENSG00000151465,4163,112,10691,3.98725383946082,3.941117066813452,0.11594073141171213,3.7338699427832758,4.061136853566557,0.1267120096730543,25,5.460703902423013,,0,82.0,4.418840607796598
1389_CDC16_P1P2_ENSG00000130177,CDC16,ENSG00000130177,5555,165,10691,3.4585267253305396,3.3924369122690563,0.2306985524742907,2.936271931941828,3.663588527341828,0.26806203214167335,25,5.236539087647348,,0,82.0,4.418840607796598
1390_CDC20_P1P2_ENSG00000117399,CDC20,ENSG00000117399,274,115,10691,1.9406662831128332,1.8371235817154903,0.5929534172644139,1.0284253238731291,2.667259015448649,0.6369295485235045,25,3.417095436363163,,0,19.0,2.995732273553991
1391_CDC23_P1P2_ENSG00000094880,CDC23,ENSG00000094880,2503,177,10691,2.3634207203071247,2.315022624897627,0.3748439440395232,1.665461025993942,2.767520836708462,0.45218212075277275,25,4.221669413774385,,0,254.0,5.541263545158426
1395_CDC26_P1P2_ENSG00000176386,CDC26,ENSG00000176386,3982,45,10691,2.625845707528408,2.6258742923684504,0.17117943123874904,2.38403509576456,2.872391205397252,0.24286084135438601,25,3.264658485201775,,0,25.0,3.258096538021482
1396_CDC27_P1P2_ENSG00000004897,CDC27,ENSG00000004897,6821,366,10691,1.5626733500252872,1.4841541318030438,0.7792296201805684,0.0,2.677828405678481,0.7517546590557491,25,4.45157697489185,0.6954744107501755,14,141.0,4.955827057601261
1398_CDC37_P1P2_ENSG00000105401,CDC37,ENSG00000105401,7308,174,10691,0.0,0.14122485755351874,0.33123142402261146,0.0,0.8792555544500711,0.0,25,0.0,,1,0.0,0.0
1399_CDC40_P1P2_ENSG00000168438,CDC40,ENSG00000168438,2999,107,10691,1.8837179844392926,1.7521966510820035,0.7035578616508676,0.6459743454547048,2.6174063232903695,0.9032334358489389,25,3.4123421189987955,,0,278.0,5.631211781821365
139_ADAT2_P1P2_ENSG00000189007,ADAT2,ENSG00000189007,3059,85,10691,2.259703136433987,2.2096211783450186,0.15232757731782037,1.8909839369508412,2.3874436755562582,0.19763739580305728,25,3.3686291637324386,,0,2.0,1.0986122886681096
13_AARS_P1P2_ENSG00000090861,AARS,ENSG00000090861,6447,40,10691,2.9143537418400616,2.918520829899066,0.12300316408185016,2.7316627813929486,3.0942371152064236,0.18611242806202233,25,3.247269202166614,,0,1160.0,7.057036981697891
1406_CDC42_P1P2_ENSG00000070831,CDC42,ENSG00000070831,113,70,10691,3.8563969287666393,3.8423128287931507,0.14447648700466204,3.61431453452128,4.023304904569053,0.20913485506211638,25,4.833763803245582,,0,12.0,2.5649493574615367
1407_CDC45_P1P2_ENSG00000093009,CDC45,ENSG00000093009,8096,92,10691,3.4593315205162174,3.4659419066305843,0.17762303103601043,3.1824984242385113,3.7106135533607545,0.255841444758659,25,4.722137141741916,,0,2.0,1.0986122886681096
1408_CDC5L_P1P2_ENSG00000096401,CDC5L,ENSG00000096401,2900,99,10691,3.186387348982948,3.218370447886827,0.21003244153970999,2.879562868157579,3.5241290167195043,0.29180337377859233,25,4.493657787752139,,0,1858.0,7.527793987721444
1409_CDC6_P1P2_ENSG00000094804,CDC6,ENSG00000094804,6746,192,10691,2.710534370395842,2.719498331481515,0.3115217062913703,2.332412169148739,3.1493891599512684,0.4195743457080643,25,4.7622876492467645,,0,798.0,6.683360945766275
1410_CDC73_P1P2_ENSG00000134371,CDC73,ENSG00000134371,726,171,10691,2.8788468949009642,2.8980662153807897,0.19901743306364608,2.6254145018976365,3.2296530769069185,0.2530075045006521,25,4.81413173387331,,0,5439.0,8.601534339849989
1411_CDC7_P1P2_ENSG00000097046,CDC7,ENSG00000097046,417,95,10691,2.1482384179918443,2.1542704899752896,0.22257602959174932,1.7735613628229094,2.4402897353362967,0.32632567014346536,25,3.4544500967252314,,0,35.0,3.58351893845611
1415_CDCA5_P1P2_ENSG00000146670,CDCA5,ENSG00000146670,4687,61,10691,1.3103385796513878,1.31282701420259,0.6867124288312596,0.06403752158500059,2.327138625735294,0.844293479997866,25,2.367110143073065,,0,0.0,0.0
1418_CDCA8_P1P2_ENSG00000134690,CDCA8,ENSG00000134690,235,82,10691,1.6849065816605588,1.5772863225552358,0.5803553355007725,0.674105136240734,2.2793611515841654,0.6098067872139163,25,2.821132116493534,,0,1.0,0.6931471805599453
1419_CDIPT_P1P2_ENSG00000103502,CDIPT,ENSG00000103502,6311,247,10691,1.8432120044728901,1.6055408791658192,0.4723733493976267,0.6196786185784428,2.0367328983589665,0.39227284444506005,25,3.939928597886186,0.45703830451623234,3,4.0,1.6094379124341003
1421_CDK11A_P1P2_ENSG00000008128,CDK11A,ENSG00000008128,25,269,10691,1.5051181418334931,1.3367014899857639,0.6285733075371784,0.052339726808128484,2.113660374280634,0.7711519996639962,25,3.4834613959908682,0.3973806511031673,3,0.0,0.0
1429_CDK1_P1P2_ENSG00000170312,CDK1,ENSG00000170312,4240,347,10691,2.353038677654827,2.4279725972381576,0.5969375436725213,1.6112306572924315,3.2921989280208135,0.6289375864746294,25,5.099925610414315,1.6965724453435107,11,1522.0,7.328437352895162
1432_CDK2_P1P2_ENSG00000123374,CDK2,ENSG00000123374,5115,105,10691,2.183886265511497,2.114668489375254,0.19752844413752815,1.8170961976334616,2.348693481421066,0.2864799998271972,25,3.550312708220347,,0,2.0,1.0986122886681096
1443_CDK9_P1P2_ENSG00000136807,CDK9,ENSG00000136807,4021,140,10691,1.8802314070894361,1.7536606486580393,0.3343425039351309,1.2731782841198584,2.242202011961391,0.4494031961460725,25,3.570396472976809,,0,290.0,5.673323267171493
1458_CDT1_P1P2_ENSG00000167513,CDT1,ENSG00000167513,6510,28,10691,1.3509655296524292,1.320062131118959,0.25611919215250156,0.9305829851467439,1.6666713789352388,0.3849063206063723,25,1.4376339156790385,,0,0.0,0.0
1470_CEBPZ_P1P2_ENSG00000115816,CEBPZ,ENSG00000115816,990,113,10691,3.6342807546683207,3.6302898673026753,0.20091059838235867,3.3346595870101923,3.9717678136556103,0.21154449166188716,25,5.136740444307606,,0,658.0,6.490723534502507
1474_CENPA_P1_ENSG00000115163,CENPA,ENSG00000115163,947,46,10691,0.0,0.1035689473208548,0.3438747467734537,0.0,0.5236119049480524,0.0,25,0.0,,0,9.0,2.302585092994046
1475_CENPA_P2_ENSG00000115163,CENPA,ENSG00000115163,947,30,10691,2.566186012673593,2.5759265550370527,0.08877362393062191,2.4568357134391756,2.714427921664007,0.12599566307733578,25,2.6789529063671687,,0,0.0,0.0
1478_CENPC_P1P2_ENSG00000145241,CENPC,ENSG00000145241,2072,124,10691,2.8111954124141048,2.716596869847805,0.2810670671274642,2.222057716047716,3.0661792876996876,0.3374511937564799,25,4.272178848062931,,0,530.0,6.274762021241939
1479_CENPE_P1P2_ENSG00000138778,CENPE,ENSG00000138778,2141,177,10691,3.023968000562438,3.010993248140224,0.1448761736898206,2.7887390314713087,3.1994231815326963,0.14909800684625418,25,4.916959973478774,,2,233.0,5.455321115357702
1481_CENPH_P1P2_ENSG00000153044,CENPH,ENSG00000153044,2359,63,10691,3.1863889878642317,3.197769961539056,0.14497801894185472,2.966315660763438,3.4210096386657294,0.14877792223487996,25,4.123173286760197,,0,1.0,0.6931471805599453
1483_CENPJ_P1P2_ENSG00000151849,CENPJ,ENSG00000151849,5409,282,10691,1.9721391255066276,1.8537086803905671,0.5032824704182275,0.7421322245450693,2.399776034068132,0.3893359552677893,25,4.230277532336146,,2,1530.0,7.333676395657684
1484_CENPK_P1P2_ENSG00000123219,CENPK,ENSG00000123219,2347,97,10691,3.2040486186007255,3.200600771719138,0.11185662071487047,3.0456206587329966,3.3373596422064358,0.1592547115825873,25,4.469028214974792,,0,1337.0,7.198931240688173
1487_CENPN_P1P2_ENSG00000166451,CENPN,ENSG00000166451,6478,147,10691,2.9273269725774727,2.85576870708573,0.33599136951054653,2.186871483463949,3.2079623041108793,0.24183135420900648,25,4.566064445858339,,0,5.0,1.791759469228055
1491_CENPT_P1P2_ENSG00000102901,CENPT,ENSG00000102901,6422,65,10691,2.3407922221148683,2.3526486374538265,0.22245889937855176,2.0174754465443465,2.7353372253438755,0.1961905691963035,25,3.250473499146659,,0,4.0,1.6094379124341003
1493_CENPW_P1P2_ENSG00000203760,CENPW,ENSG00000203760,3034,72,10691,3.517491222502261,3.5228548190932503,0.14827242783541972,3.3133612495291214,3.7475460490861012,0.26015969468239586,25,4.500600455014617,,0,4.0,1.6094379124341003
