construct,target_symbol,target_ensg,target_col,n_perturbed_pool,n_nt_pool,y_primary,y_mean,y_std,y_p5,y_p95,y_iqr,n_valid_draws,y_pooled,y_gemgroup,n_eligible_gemgroups,stored_ad,stored_ad_log1p
10463_ZNF574_P1_ENSG00000105732,ZNF574,ENSG00000105732,7818,44,11485,1.353359825042607,1.3459392874107732,0.13081058560622302,1.1575335145238685,1.5219544546380146,0.1704542181837101,25,1.838336950875001,,0,814.0,6.703188113240863
10464_ZNF574_P2_ENSG00000105732,ZNF574,ENSG00000105732,7818,124,11485,0.0,0.22616362264224665,0.44228450909818623,0.0,1.2740897416567392,0.13915444931010695,25,0.0,,0,10.0,2.3978952727983707
104_ACTB_P1P2_ENSG00000075624,ACTB,ENSG00000075624,3250,235,11485,4.633914682250741,4.6303676723680045,0.02857500775527464,4.586439746162199,4.667864377646967,0.037533061116143074,25,6.921328069386657,,0,1195.0,7.086737934510577
10574_ZNF706_P1P2_ENSG00000120963,ZNF706,ENSG00000120963,3858,208,11485,3.2456326076417534,3.2185511029031897,0.29022693048939585,2.806311586059105,3.593601763264386,0.45275070354626834,25,5.277528797472557,,0,8.0,2.1972245773362196
"10585_ZNF718_ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1_ENSG00000250312",ZNF718,ENSG00000250312,2001,139,11485,0.6947386935934404,0.7392160116124828,0.5663120316340527,0.0,1.389192999846589,0.9773029577346828,25,2.563822209555235,,0,108.0,4.6913478822291435
10586_ZNF718_ENST00000502662.1_ENSG00000250312,ZNF718,ENSG00000250312,2001,208,11485,0.0,0.28411922873054196,0.4171840872823418,0.0,1.1645220914333863,0.4416759945957406,25,0.0,,0,0.0,0.0
10587_ZNF718_ENST00000400172.3_ENSG00000250312,ZNF718,ENSG00000250312,2001,88,11485,0.0,0.3290638119110436,0.5692840571352393,0.0,1.342702429918262,0.45975981188974235,25,0.0,,0,0.0,0.0
10589_ZNF720_P1P2_ENSG00000197302,ZNF720,ENSG00000197302,6638,68,11485,1.2838158088249982,1.1083357498838866,0.6442002579554155,0.11991208116604624,1.9120215914228076,1.1105055659317404,25,2.2567196570377734,,0,181.0,5.204006687076795
10637_ZNF787_P1P2_ENSG00000142409,ZNF787,ENSG00000142409,7945,35,11485,2.306656423591603,2.3189729634254084,0.12242586738583416,2.140902453696659,2.554375443634145,0.1580893103144092,25,2.6195934096374387,,0,208.0,5.342334251964811
10676_ZNF84_P1P2_ENSG00000198040,ZNF84,ENSG00000198040,5685,67,11485,0.9382384272048876,0.7221181560121467,0.5554843803359556,0.0,1.3822337668828621,1.0841035293430952,25,1.7781410792191574,,0,772.0,6.650279048587422
10699_ZNHIT1_P1P2_ENSG00000106400,ZNHIT1,ENSG00000106400,3492,38,11485,3.7430587583233006,3.745943241236814,0.08143511848350908,3.645310340271253,3.867133649493986,0.10755865782271234,25,4.1455874311784235,,0,718.0,6.577861357721047
10700_ZNHIT2_P1P2_ENSG00000174276,ZNHIT2,ENSG00000174276,4929,81,11485,1.483210148619133,1.4725299804791236,0.3953964551064919,0.7163314615014569,1.9335152324384992,0.5389202071420627,25,2.7367932400486827,,0,1643.0,7.404887575616125
10701_ZNHIT3_P1P2_ENSG00000273611,ZNHIT3,ENSG00000273611,7014,78,11485,2.873093593581671,2.872223520436446,0.12678411604818451,2.7096926271341886,3.0859499688144907,0.1739076785381095,25,3.9788982831097064,,0,1883.0,7.5411524551363085
10706_ZRANB2_P1P2_ENSG00000132485,ZRANB2,ENSG00000132485,362,54,11485,3.5792895164125014,3.586792936742753,0.09487184834774565,3.429514232741578,3.718923923712226,0.1363361534739136,25,4.302009899830456,,0,19.0,2.995732273553991
10708_ZRSR2_P1P2_ENSG00000169249,ZRSR2,ENSG00000169249,8496,217,11485,1.353359825042607,1.2451818608054062,0.33867567338254156,0.4259061329153022,1.4902165898841226,0.13024371630206044,25,3.440902132030116,,0,176.0,5.176149732573829
10736_ZW10_P1P2_ENSG00000086827,ZW10,ENSG00000086827,5115,63,11485,2.31390347715079,2.309974370086288,0.06716786764820283,2.1967675342311566,2.4042114999296076,0.09979188914068793,25,3.174716947751887,,0,526.0,6.267200548541362
10738_ZWINT_P1P2_ENSG00000122952,ZWINT,ENSG00000122952,4407,51,11485,3.1955451379762705,3.2049725518668892,0.09750219449754383,3.066212546925163,3.347770203816048,0.15667777042788789,25,3.876409167649724,,0,66.0,4.204692619390966
10746_AC118549.1_P1P2_ENSG00000036549,AC118549.1,ENSG00000036549,370,62,11485,2.4693910465002995,2.468297538081406,0.22669227375427536,2.138491511602654,2.866285073351263,0.3243119089647464,25,3.3294625769882904,,0,662.0,6.4967749901858625
109_ACTR10_P1P2_ENSG00000131966,ACTR10,ENSG00000131966,5981,29,11485,2.9735356049220183,2.9723429992630095,0.05892834468157739,2.892702382345642,3.049216017229825,0.07689689387512644,25,3.0851557144709156,,0,607.0,6.410174881966167
10_AARS2_P1P2_ENSG00000124608,AARS2,ENSG00000124608,2997,95,11485,1.2583619571039906,1.2801207066139364,0.13025473729687875,1.0903024082266044,1.462361507989719,0.1788982598161457,25,2.6131647857511853,,0,27.0,3.332204510175204
1100_C5orf30_P1P2_ENSG00000181751,C5orf30,ENSG00000181751,2539,45,11485,2.2867146622294476,2.2842721668534867,0.1922438506795949,2.0159840140219134,2.6047627773419277,0.20172265562583247,25,2.843041315354878,,0,131.0,4.882801922586371
110_ACTR1A_P1P2_ENSG00000138107,ACTR1A,ENSG00000138107,4585,139,11485,1.6307684370996416,1.575042940577942,0.6030554687227023,0.6038704338455679,2.4629602908660746,0.7635996338449562,25,3.5302938120713354,,0,5.0,1.791759469228055
1117_C7orf26_P1P2_ENSG00000146576,C7orf26,ENSG00000146576,3261,64,11485,1.2724406762496647,1.2722769024426548,0.09007837528270449,1.1291569179071477,1.4042287199809518,0.11201792436114033,25,2.2315770299957807,,0,310.0,5.739792912179234
1118_C7orf26_P1P2_ENSG00000146576,C7orf26,ENSG00000146576,3261,286,11485,1.2441017810693078,1.0676653461837669,0.431275438522148,0.131755904372047,1.4042287199809518,0.14563942442257094,25,3.685094376407047,,1,1506.0,7.317876198626496
1119_C7orf26_P1P2_ENSG00000146576,C7orf26,ENSG00000146576,3261,30,11485,0.33232527185995375,0.3615001694925388,0.27054480237497047,0.009044234550476659,0.6634461356692934,0.2633176027079206,25,0.6757691785884017,,0,71.0,4.276666119016055
111_ACTR1B_P1P2_ENSG00000115073,ACTR1B,ENSG00000115073,1148,175,11485,2.228284343347963,2.240888880283247,0.17770822037852896,2.025967755356374,2.4909183656706593,0.25248959209191035,25,4.173151965396505,,0,41.0,3.7376696182833684
1120_CYREN_P1P2_ENSG00000122783,CYREN,ENSG00000122783,3580,45,11485,2.527341649985286,2.5145526315176294,0.0741552710881183,2.411941800619433,2.619289358726603,0.12359690967320924,25,3.0554087114419035,,0,323.0,5.780743515792329
"1121_C7orf50_ENST00000357429.6,ENST00000397098.3,ENST00000397100.2_ENSG00000146540",C7orf50,ENSG00000146540,3229,93,11485,1.9886141139015667,1.689815057196978,0.7448432258739001,0.4009993404536381,2.526190664213937,1.1156171383724773,25,2.9454470400502366,,0,1.0,0.6931471805599453
112_ACTR2_P1P2_ENSG00000138071,ACTR2,ENSG00000138071,1054,69,11485,4.154728879627246,4.168695416701337,0.06808554667664636,4.081614926942819,4.272123066516046,0.11571983113023077,25,5.167866389415706,,0,1301.0,7.171656822768514
1131_C9orf16_P1P2_ENSG00000171159,C9orf16,ENSG00000171159,4202,160,11485,3.8265297230631243,3.8247180131756693,0.08324773875817938,3.7072687096931976,3.926990359806992,0.09064220157169478,25,5.649990745631086,,0,62.0,4.143134726391533
1136_C9orf78_P1P2_ENSG00000136819,C9orf78,ENSG00000136819,4233,97,11485,3.230425071449837,3.192373288039354,0.1392263006998698,2.9058674444751444,3.362284720730476,0.20324361098931298,25,4.494862847792381,,0,229.0,5.438079308923196
1145_CABIN1_P1P2_ENSG00000099991,CABIN1,ENSG00000099991,8316,173,11485,1.2955737355456391,1.2952384030237127,0.6151132264147877,0.1813666973901227,2.139839444104586,0.8437071793308974,25,3.410865629095139,,0,158.0,5.0689042022202315
1146_CACNB3_P2_ENSG00000167535,CACNB3,ENSG00000167535,5325,140,11485,0.8408533086230819,0.958934922180928,0.5365071946605798,0.0,1.5639671826565056,0.8028512801752771,25,2.6372409775855945,,0,6.0,1.9459101490553132
1147_CACNB3_P1_ENSG00000167535,CACNB3,ENSG00000167535,5325,104,11485,0.6050196751710228,0.6383600200233764,0.5833282031767,0.0,1.5595730080078127,0.8223066254633057,25,1.8102529119303685,,0,0.0,0.0
1152_CAD_P1P2_ENSG00000084774,CAD,ENSG00000084774,942,96,11485,1.5844563133126308,1.3851939054453652,0.583087160227384,0.08554683361763676,2.0584022133324,0.6173602784933152,25,2.7722986553576177,,0,1.0,0.6931471805599453
1161_CALR_P1P2_ENSG00000179218,CALR,ENSG00000179218,7636,74,11485,4.68153843563335,4.6712136597140805,0.04513343229878758,4.609899842059721,4.73137977397856,0.07554750370105978,25,6.031937270754006,,0,575.0,6.3561076606958915
1167_CAMLG_P1P2_ENSG00000164615,CAMLG,ENSG00000164615,2610,161,11485,3.119867360115428,3.122420687589017,0.12666286578485755,2.9148015961712015,3.3101852574298745,0.15981672524000512,25,4.931092919181534,,0,351.0,5.863631175598097
1175_CAP1_P1P2_ENSG00000131236,CAP1,ENSG00000131236,246,35,11485,4.340412068453524,4.33201744988377,0.07811925411159597,4.220085668159922,4.450086681051237,0.12703427054416228,25,4.70970363742467,,0,17.0,2.8903717578961645
117_ACTR6_P1P2_ENSG00000075089,ACTR6,ENSG00000075089,5523,104,11485,2.377391521585247,2.3154251598218325,0.1417134319453801,2.1302023555776683,2.4818141932804605,0.24829133341443788,25,3.722367089714181,,0,920.0,6.825460036255307
1187_CAPZB_P1P2_ENSG00000077549,CAPZB,ENSG00000077549,101,88,11485,4.062381528169617,4.0578209203726745,0.09243488431123455,3.91217348365683,4.194862226938843,0.11844912568430521,25,5.326481792751956,,0,437.0,6.082218910376446
118_ACTR8_P1P2_ENSG00000113812,ACTR8,ENSG00000113812,1686,88,11485,1.9724697674324938,1.8478971900388967,0.30429345535642777,1.4090567165778083,2.088146297142243,0.37265281403382344,25,3.0046637330198047,,0,663.0,6.498282149476434
1197_CARS_P1P2_ENSG00000110619,CARS,ENSG00000110619,4711,54,11485,2.256207873498791,2.283511977509195,0.31680659586356963,1.8260218613402905,2.7560017781689483,0.5346568759414987,25,2.9519738365464865,,0,726.0,6.588926477533519
1198_CASC3_P1P2_ENSG00000108349,CASC3,ENSG00000108349,7047,170,11485,2.366049267483598,2.300567014340605,0.16158926610755436,2.072738881074169,2.5099156649307104,0.2521773170959496,25,4.237984227076484,,0,566.0,6.340359303727752
1206_CASP8AP2_P1P2_ENSG00000118412,CASP8AP2,ENSG00000118412,3062,28,11485,1.9674774261394192,1.9728928210054864,0.11197264118277404,1.7880405116714873,2.1365153820152676,0.15794337187834184,25,2.0671435616775766,,0,515.0,6.246106765481563
1211_CAST_P2_ENSG00000153113,CAST,ENSG00000153113,2530,56,11485,3.028197240701582,2.991356429616364,0.19246884824364555,2.719209635029778,3.220275019353183,0.20083430930243606,25,3.7300344782775836,,0,245.0,5.5053315359323625
1221_CBLL1_P1P2_ENSG00000105879,CBLL1,ENSG00000105879,3523,74,11485,1.8601414299028798,1.8333325174597208,0.09241858990772299,1.6867493857499372,1.9569444808535357,0.15583337505046035,25,2.8887300451674767,,0,604.0,6.405228458030842
1228_CBX1_P1P2_ENSG00000108468,CBX1,ENSG00000108468,7131,125,11485,3.9082424000995726,3.888324958731904,0.09275984358561586,3.7474159185902773,4.0175318099148445,0.10909244327432832,25,5.448822408149305,,0,13.0,2.639057329615259
1238_CCAR1_P1P2_ENSG00000060339,CCAR1,ENSG00000060339,4430,119,11485,3.655017283862575,3.6620976306158504,0.11566502693102332,3.481898983320206,3.8468951596395042,0.1490055110073154,25,5.2422619924573866,,0,143.0,4.969813299576001
1245_CCDC115_P1P2_ENSG00000136710,CCDC115,ENSG00000136710,1219,53,11485,1.6273634724376551,1.6520610885635956,0.24741340712789686,1.3673827981097935,2.0087451001278174,0.45280620542756966,25,2.479377014530318,,0,290.0,5.673323267171493
1254_CCDC130_P2_ENSG00000104957,CCDC130,ENSG00000104957,7644,71,11485,0.531229121948709,0.7747319479926691,0.8131974021133173,0.0,1.9797660034660856,1.4319348867936736,25,1.700797921878595,,0,970.0,6.878326468291325
1255_CCDC130_P1_ENSG00000104957,CCDC130,ENSG00000104957,7644,43,11485,1.9952628103088104,1.9721363397555687,0.07511214341913726,1.8701745688131395,2.0906899883568366,0.1154865453975995,25,2.458079384164533,,0,371.0,5.918893854273146
1257_CCDC137_P1P2_ENSG00000185298,CCDC137,ENSG00000185298,7290,41,11485,2.853303578238645,2.879298361779005,0.07711310121367507,2.7852571502244303,2.9954503652435305,0.1135544677825382,25,3.331351052016045,,0,315.0,5.755742213586912
126_ADAM10_P1P2_ENSG00000137845,ADAM10,ENSG00000137845,6266,109,11485,3.010862025346512,2.9849231073467446,0.10726081132852155,2.776643820449459,3.1118832146937097,0.08809182848425223,25,4.429022031185599,,0,6.0,1.9459101490553132
127_ADAM10_P1P2_ENSG00000137845,ADAM10,ENSG00000137845,6266,150,11485,2.614059859414129,2.605536286082666,0.305743881144582,2.088010633667151,2.985982310665966,0.3026614368110323,25,4.333745406696864,,0,2629.0,7.874739125171811
1284_CCDC59_P1P2_ENSG00000133773,CCDC59,ENSG00000133773,5489,48,11485,2.9434789759526243,2.9468843822760276,0.1609640805624671,2.6977043624176895,3.2199471850255232,0.1929435366792953,25,3.557850355445711,,0,1090.0,6.994849985833071
1288_CCDC6_P1P2_ENSG00000108091,CCDC6,ENSG00000108091,4412,224,11485,2.9157264839112824,2.9042024341762134,0.10250683877308195,2.7716831691973147,3.03267388771988,0.12994538391629318,25,5.029889876698337,,0,225.0,5.420534999272286
1289_CCDC6_P1P2_ENSG00000108091,CCDC6,ENSG00000108091,4412,728,11485,2.8723582200090028,2.8313370895679033,0.16774840748878234,2.5306941376388465,3.0180275024780308,0.22871907147832093,25,6.1192990326124885,2.0801299978392467,45,916.0,6.821107472256465
128_ADAM10_P1P2_ENSG00000137845,ADAM10,ENSG00000137845,6266,125,11485,3.1007668622639404,3.100282910432513,0.09528524117089344,2.9762837785075624,3.220290766478037,0.15031405106732265,25,4.6696968492189,,0,5.0,1.791759469228055
1290_CCDC6_P1P2_ENSG00000108091,CCDC6,ENSG00000108091,4412,134,11485,2.8612132866079047,2.83890089537942,0.19935540974278465,2.6091935300156335,3.082180122629081,0.1591936109405525,25,4.443641053285246,,0,27.0,3.332204510175204
1298_CCDC84_P1P2_ENSG00000186166,CCDC84,ENSG00000186166,5138,44,11485,1.4110986648393478,1.3663544442194189,0.3702041019321929,0.8008011358936511,1.963870106294787,0.5319420784035431,25,1.9396031243414162,,0,483.0,6.182084906716632
1317_CCNB1_P1P2_ENSG00000134057,CCNB1,ENSG00000134057,2455,108,11485,3.3975971595170473,3.371520058437753,0.11077266799213419,3.2121319115092772,3.5190840032271544,0.18484936600931512,25,4.767093865762782,,0,1.0,0.6931471805599453
1319_CCNC_P1P2_ENSG00000112237,CCNC,ENSG00000112237,3073,128,11485,3.350644146662657,3.3483231863090457,0.0660325588885401,3.2573235868307253,3.4601799518200966,0.11293336454454606,25,4.907515474592775,,0,825.0,6.716594773520978
1321_CCND1_P2_ENSG00000110092,CCND1,ENSG00000110092,5004,51,11485,0.0,0.09264930380409815,0.20783905491325155,0.0,0.4043004283098243,0.013638855869521991,25,0.0,,0,2.0,1.0986122886681096
1323_CCND3_P1P2_ENSG00000112576,CCND3,ENSG00000112576,2964,83,11485,2.376299169458089,2.4030374561751664,0.1626032447734638,2.1401250233991544,2.6383309944645186,0.2778917837446042,25,3.5792954937510917,,0,2.0,1.0986122886681096
1329_CCNH_P1P2_ENSG00000134480,CCNH,ENSG00000134480,2512,71,11485,2.9249073188117483,2.916868804317554,0.1008475493653873,2.764523497953265,3.0526229956744277,0.16702013382867742,25,3.915102300532024,,0,1619.0,7.3901814282264295
1332_CCNK_P2_ENSG00000090061,CCNK,ENSG00000090061,6102,194,11485,0.4981387179805167,0.6624414364980078,0.6671044321864873,0.0,1.7178214709681296,1.159529698502059,25,2.2633544143747026,,0,20.0,3.044522437723423
1333_CCNK_P1_ENSG00000090061,CCNK,ENSG00000090061,6102,155,11485,2.0509318671195857,1.9691624717644236,0.37937889640379946,1.5275981556754223,2.483889078915562,0.5258109556576755,25,3.786799215389384,,1,340.0,5.831882477283517
1334_CCNL1_P1P2_ENSG00000163660,CCNL1,ENSG00000163660,1899,52,11485,2.5724585204945316,2.5976949833506553,0.12945754686496755,2.422402999845927,2.826783857909122,0.19877977904031052,25,3.3188809326038933,,0,410.0,6.018593214496234
1340_CCP110_P1P2_ENSG00000103540,CCP110,ENSG00000103540,6558,50,11485,1.9986928431899054,2.0121631957104165,0.23370647588819668,1.7273017582584274,2.3874983048179654,0.38950942323953797,25,2.7300440416148595,,0,2.0,1.0986122886681096
1346_CCT2_P1P2_ENSG00000166226,CCT2,ENSG00000166226,5465,56,11485,4.379847925096994,4.362153963679156,0.08706969669962966,4.213842743265246,4.4801490472011745,0.1369689602171631,25,5.207207381463484,,0,2216.0,7.7039102096163115
1347_CCT3_P1P2_ENSG00000163468,CCT3,ENSG00000163468,610,58,11485,4.466354422198432,4.465888394962898,0.10802668178222774,4.304741087948994,4.635097184531837,0.13905737438508226,25,5.37666856045019,,0,2089.0,7.644919344958857
1348_CCT4_P1P2_ENSG00000115484,CCT4,ENSG00000115484,1045,65,11485,4.160643498808725,4.161182326838553,0.11530915808556187,3.9900224174940924,4.366745101046558,0.14896794343337927,25,5.120189384730716,,0,2265.0,7.725771441587952
1350_CCT6A_P1P2_ENSG00000146731,CCT6A,ENSG00000146731,3367,79,11485,4.15031941555967,4.151028949257931,0.17291980118747238,3.8907005351785466,4.436586093605059,0.2797077427475694,25,5.419451462950345,,0,2556.0,7.846589975291186
1351_CCT7_P1P2_ENSG00000135624,CCT7,ENSG00000135624,1085,61,11485,4.192864214597228,4.177188624412846,0.08880242631986353,4.036235013717186,4.292131528314886,0.10677912125306221,25,5.03958272044536,,0,2009.0,7.605890001053122
1352_CCT8_P1P2_ENSG00000156261,CCT8,ENSG00000156261,8207,48,11485,4.169295169754626,4.179737405836774,0.07520067668166935,4.076093426016944,4.311573739887074,0.09495757489876855,25,4.853267523541112,,0,1821.0,7.507690077819904
1361_CD2BP2_P1P2_ENSG00000169217,CD2BP2,ENSG00000169217,6613,62,11485,2.7284472960887673,2.719595572573106,0.12059275224368085,2.457862134352128,2.873845483767806,0.12932529839948304,25,3.561013662968743,,0,90.0,4.51085950651685
1365_CD3EAP_P1P2_ENSG00000117877,CD3EAP,ENSG00000117877,7844,38,11485,2.785474857918696,2.7893957370138214,0.04749937504139318,2.715299673647218,2.848783576444237,0.06947257503360582,25,3.1273294318736777,,0,1389.0,7.237059026124737
1386_CDC123_P1P2_ENSG00000151465,CDC123,ENSG00000151465,4330,35,11485,3.6455326340501966,3.6341023236971735,0.10787824817218886,3.496568959344687,3.823809686897545,0.13892653083218853,25,3.9103522837707407,,0,999.0,6.907755278982137
1389_CDC16_P1P2_ENSG00000130177,CDC16,ENSG00000130177,5846,106,11485,2.815618861770009,2.823366706524462,0.14903083314059515,2.635266585161513,3.0491385426372353,0.25759007077319085,25,4.245734739922259,,0,1625.0,7.3938782901077555
1395_CDC26_P1P2_ENSG00000176386,CDC26,ENSG00000176386,4148,28,11485,3.151066516862166,3.163556949275233,0.049626668266452505,3.101247755545212,3.230678808479994,0.06588669950765125,25,3.2230641824328163,,0,551.0,6.313548046277095
1396_CDC27_P1P2_ENSG00000004897,CDC27,ENSG00000004897,7120,38,11485,2.8197798031555688,2.826684824391137,0.1936412840602521,2.5098856291445983,3.13129516942188,0.16601069013464542,25,3.174728901260031,,0,897.0,6.8001700683022
13_AARS_P1P2_ENSG00000090861,AARS,ENSG00000090861,6741,59,11485,2.313723853161692,2.3169196431645402,0.20966180504855453,2.065208468763131,2.58139386359095,0.26458081487920104,25,3.118518385719255,,0,2391.0,7.779885115070522
1406_CDC42_P1P2_ENSG00000070831,CDC42,ENSG00000070831,113,38,11485,4.229894349505614,4.235706929384426,0.07356339531624258,4.118951330658743,4.353189732357669,0.09516997109997671,25,4.67695799657727,,0,713.0,6.570882962339584
1407_CDC45_P1P2_ENSG00000093009,CDC45,ENSG00000093009,8289,27,11485,0.6490065956555716,0.6273584654944113,0.2615549015188025,0.19492551440270284,0.9973140855450687,0.1696214200025653,25,0.6505026747155782,,0,76.0,4.343805421853684
1408_CDC5L_P1P2_ENSG00000096401,CDC5L,ENSG00000096401,2998,71,11485,3.3757854327951082,3.38253976154379,0.09643382124951842,3.2301055778211305,3.5288794176701614,0.10849375542224493,25,4.366066669517579,,0,2897.0,7.971776122880628
